name,url,default_branch,stars
apache/incubator-shardingsphere-benchmark,https://github.com/apache/incubator-shardingsphere-benchmark,master,8
apache/chainsaw,https://github.com/apache/chainsaw,trunk,8
apache/incubator-taverna-common-activities,https://github.com/apache/incubator-taverna-common-activities,master,8
apache/servicemix4-specs,https://github.com/apache/servicemix4-specs,trunk,7
apache/opennlp-addons,https://github.com/apache/opennlp-addons,master,7
apache/incubator-retired-wave-android,https://github.com/apache/incubator-retired-wave-android,master,7
apache/usergrid-java,https://github.com/apache/usergrid-java,master,7
apache/uima-as,https://github.com/apache/uima-as,trunk,7
apache/incubator-datasketches-pig,https://github.com/apache/incubator-datasketches-pig,master,7
apache/uima-addons,https://github.com/apache/uima-addons,trunk,7
apache/juneau-petstore,https://github.com/apache/juneau-petstore,master,7
apache/uima-ducc,https://github.com/apache/uima-ducc,trunk,7
apache/click,https://github.com/apache/click,trunk,7
apache/geronimo-javamail,https://github.com/apache/geronimo-javamail,trunk,7
apache/geronimo-xbean,https://github.com/apache/geronimo-xbean,trunk,7
apache/usergrid-android,https://github.com/apache/usergrid-android,master,7
apache/servicemix-components,https://github.com/apache/servicemix-components,trunk,7
apache/ant-antlibs-antunit,https://github.com/apache/ant-antlibs-antunit,master,6
apache/maven-ant-tasks,https://github.com/apache/maven-ant-tasks,trunk,6
apache/manifoldcf-integration-solr-4.x,https://github.com/apache/manifoldcf-integration-solr-4.x,trunk,6
apache/incubator-streampipes-extensions,https://github.com/apache/incubator-streampipes-extensions,dev,6
apache/maven-scm-publish-plugin,https://github.com/apache/maven-scm-publish-plugin,master,6
apache/sling-org-apache-sling-query,https://github.com/apache/sling-org-apache-sling-query,master,6
apache/fineract-cn-customer,https://github.com/apache/fineract-cn-customer,develop,6
apache/karaf-boot,https://github.com/apache/karaf-boot,master,6
apache/skywalking-oal-tool,https://github.com/apache/skywalking-oal-tool,master,6
apache/maven-changelog-plugin,https://github.com/apache/maven-changelog-plugin,master,6
apache/commons-jci,https://github.com/apache/commons-jci,master,6
