Experiment 🧪,Model 🤗,Prefill (s),Per Token (s),Decode (tokens/s),Energy (tokens/kWh),Memory (MB),Backend 🏭,Precision 📥,Quantization 🗜️,Attention 👁️,Kernel ⚛️,Architecture 🏛️,End-to-End (s),Open LLM Score (%),Params (B)
4bit-gptq-exllama-v1-fa2,01-ai/Yi-34B,0.509,0.0594749431610107,16.768,248264.303,19737.657,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,LlamaForCausalLM,4.268,22.26,34
4bit-awq-exllama-v2-fa2,01-ai/Yi-34B,0.52,0.0560609264373779,17.772,317714.265,19728.711,pytorch,float16,AWQ.4bit,FAv2,No Kernel,LlamaForCausalLM,4.059,22.26,34
4bit-awq-exllama-v2-fa2,01-ai/Yi-34B,0.52,0.0557803535461425,17.867,309442.083,19728.711,pytorch,float16,AWQ.4bit,FAv2,No Kernel,LlamaForCausalLM,4.05,22.26,34
4bit-awq-gemv-eager,01-ai/Yi-34B,0.533,0.05448703956604,18.018,250094.434,19446.644,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMV,LlamaForCausalLM,4.019,22.26,34
4bit-awq-exllama-v1-eager,01-ai/Yi-34B,6.33,0.0553589763641357,18.122,252363.802,19428.818,pytorch,float16,AWQ.4bit,Eager,No Kernel,LlamaForCausalLM,9.806,22.26,34
4bit-awq-gemv-eager,01-ai/Yi-34B,0.533,0.0545684471130371,18.129,245658.836,19446.644,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMV,LlamaForCausalLM,4.0,22.26,34
4bit-awq-exllama-v2-eager,01-ai/Yi-34B,0.531,0.0549939193725586,18.354,313352.008,19728.711,pytorch,float16,AWQ.4bit,Eager,No Kernel,LlamaForCausalLM,3.966,22.26,34
4bit-gptq-exllama-v2-eager,01-ai/Yi-34B,0.519,0.0539852790832519,18.559,255444.896,19737.657,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,LlamaForCausalLM,3.91,22.26,34
4bit-awq-exllama-v1-eager,01-ai/Yi-34B,6.331,0.0533217296600341,18.714,252209.473,19428.818,pytorch,float16,AWQ.4bit,Eager,No Kernel,LlamaForCausalLM,9.697,22.26,34
4bit-gptq-exllama-v1-eager,01-ai/Yi-34B,0.519,0.053188606262207,18.792,254593.587,19737.657,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,LlamaForCausalLM,3.871,22.26,34
4bit-gptq-exllama-v1-sdpa,01-ai/Yi-34B,0.507,0.0525982723236084,19.003,255336.645,19737.657,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,LlamaForCausalLM,3.822,22.26,34
4bit-awq-exllama-v1-sdpa,01-ai/Yi-34B,6.32,0.0525798397064209,19.015,273139.098,19428.818,pytorch,float16,AWQ.4bit,SDPA,No Kernel,LlamaForCausalLM,9.633,22.26,34
4bit-gptq-exllama-v2-sdpa,01-ai/Yi-34B,0.507,0.0525798397064209,19.017,260309.936,19737.657,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,LlamaForCausalLM,3.82,22.26,34
4bit-awq-exllama-v1-sdpa,01-ai/Yi-34B,6.318,0.0525603847503662,19.024,255062.299,19428.818,pytorch,float16,AWQ.4bit,SDPA,No Kernel,LlamaForCausalLM,9.63,22.26,34
4bit-awq-exllama-v2-eager,01-ai/Yi-34B,0.531,0.0518538093566894,19.208,314720.42,19728.711,pytorch,float16,AWQ.4bit,Eager,No Kernel,LlamaForCausalLM,3.807,22.26,34
4bit-awq-gemv-sdpa,01-ai/Yi-34B,0.52,0.0513459205627441,19.477,267662.308,19447.037,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMV,LlamaForCausalLM,3.754,22.26,34
4bit-awq-gemv-sdpa,01-ai/Yi-34B,0.52,0.0513131523132324,19.494,258883.125,19447.037,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMV,LlamaForCausalLM,3.753,22.26,34
4bit-awq-exllama-v2-sdpa,01-ai/Yi-34B,0.517,0.0481382389068603,20.661,321699.786,19728.711,pytorch,float16,AWQ.4bit,SDPA,No Kernel,LlamaForCausalLM,3.559,22.26,34
4bit-awq-exllama-v2-sdpa,01-ai/Yi-34B,0.517,0.0481561603546142,20.757,335738.656,19728.711,pytorch,float16,AWQ.4bit,SDPA,No Kernel,LlamaForCausalLM,3.553,22.26,34
8bit-bnb-eager,meta-llama/Meta-Llama-3-8B-Instruct,0.121,0.1185146865844726,8.404,198412.616,9177.326,pytorch,float16,BnB.8bit,Eager,No Kernel,LlamaForCausalLM,7.61,20.48,8
8bit-bnb-sdpa,meta-llama/Meta-Llama-3-8B-Instruct,0.115,0.1142430725097656,8.669,205086.551,9177.194,pytorch,float16,BnB.8bit,SDPA,No Kernel,LlamaForCausalLM,7.355,20.48,8
8bit-bnb-fa2,meta-llama/Meta-Llama-3-8B-Instruct,0.115,0.1140587501525879,8.729,204174.332,9177.194,pytorch,float16,BnB.8bit,FAv2,No Kernel,LlamaForCausalLM,7.332,20.48,8
4bit-bnb-fa2,meta-llama/Meta-Llama-3-8B-Instruct,0.34,0.0555914249420166,17.833,352941.212,6470.0,pytorch,float16,BnB.4bit,FAv2,No Kernel,LlamaForCausalLM,3.858,20.48,8
4bit-bnb-eager,meta-llama/Meta-Llama-3-8B-Instruct,0.339,0.0554091529846191,17.913,352521.587,6470.131,pytorch,float16,BnB.4bit,Eager,No Kernel,LlamaForCausalLM,3.862,20.48,8
4bit-bnb-sdpa,meta-llama/Meta-Llama-3-8B-Instruct,0.335,0.0542039031982421,18.182,357674.278,6470.0,pytorch,float16,BnB.4bit,SDPA,No Kernel,LlamaForCausalLM,3.804,20.48,8
bfloat16-fa2,meta-llama/Meta-Llama-3-8B-Instruct,0.084,0.043531265258789,22.927,357929.739,16133.168,pytorch,bfloat16,Unquantized,FAv2,No Kernel,LlamaForCausalLM,2.831,20.48,8
float16-fa2,meta-llama/Meta-Llama-3-8B-Instruct,0.084,0.0434775047302246,22.956,351334.083,16133.168,pytorch,float16,Unquantized,FAv2,No Kernel,LlamaForCausalLM,2.828,20.48,8
4bit-awq-gemm-eager,meta-llama/Meta-Llama-3-8B-Instruct,0.108,0.039785472869873,24.869,512171.777,5852.012,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,LlamaForCausalLM,2.636,20.48,8
4bit-awq-gemm-sdpa,meta-llama/Meta-Llama-3-8B-Instruct,0.105,0.0392878074645996,25.672,534621.486,5851.88,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMM,LlamaForCausalLM,2.555,20.48,8
bfloat16-eager,meta-llama/Meta-Llama-3-8B-Instruct,0.086,0.0386477928161621,25.862,377706.153,16136.445,pytorch,bfloat16,Unquantized,Eager,No Kernel,LlamaForCausalLM,2.522,20.48,8
4bit-awq-gemm-fa2,meta-llama/Meta-Llama-3-8B-Instruct,0.107,0.0380851192474365,25.917,544784.952,5851.88,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,LlamaForCausalLM,2.524,20.48,8
float16-eager,meta-llama/Meta-Llama-3-8B-Instruct,0.085,0.0385413131713867,25.94,373350.086,16133.299,pytorch,float16,Unquantized,Eager,No Kernel,LlamaForCausalLM,2.514,20.48,8
float16-sdpa,meta-llama/Meta-Llama-3-8B-Instruct,0.081,0.0381767692565917,26.176,373005.434,16133.168,pytorch,float16,Unquantized,SDPA,No Kernel,LlamaForCausalLM,2.488,20.48,8
bfloat16-sdpa,meta-llama/Meta-Llama-3-8B-Instruct,0.081,0.0381921272277832,26.176,379724.115,16133.168,pytorch,bfloat16,Unquantized,SDPA,No Kernel,LlamaForCausalLM,2.488,20.48,8
4bit-awq-gemv-eager,meta-llama/Meta-Llama-3-8B-Instruct,0.111,0.0316625919342041,31.27,605252.724,5852.012,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMV,LlamaForCausalLM,2.12,20.48,8
4bit-awq-exllama-v1-eager,meta-llama/Meta-Llama-3-8B-Instruct,1.325,0.0316226558685302,31.999,595717.942,5800.631,pytorch,float16,AWQ.4bit,Eager,No Kernel,LlamaForCausalLM,3.296,20.48,8
4bit-gptq-exllama-v2-eager,meta-llama/Meta-Llama-3-8B-Instruct,0.116,0.030496768951416,32.486,645817.185,5923.053,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,LlamaForCausalLM,2.046,20.48,8
4bit-awq-exllama-v2-eager,meta-llama/Meta-Llama-3-8B-Instruct,0.119,0.0304624643325805,32.715,681484.492,5922.266,pytorch,float16,AWQ.4bit,Eager,No Kernel,LlamaForCausalLM,2.043,20.48,8
4bit-awq-gemv-fa2,meta-llama/Meta-Llama-3-8B-Instruct,0.11,0.030366208076477,32.905,636781.121,5851.88,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMV,LlamaForCausalLM,2.024,20.48,8
4bit-gptq-exllama-v1-eager,meta-llama/Meta-Llama-3-8B-Instruct,0.116,0.029289472579956,33.866,668270.096,5923.053,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,LlamaForCausalLM,1.976,20.48,8
4bit-awq-gemv-sdpa,meta-llama/Meta-Llama-3-8B-Instruct,0.108,0.0293990392684936,33.951,649803.263,5851.88,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMV,LlamaForCausalLM,1.968,20.48,8
4bit-awq-exllama-v2-fa2,meta-llama/Meta-Llama-3-8B-Instruct,0.118,0.0296642560958862,34.144,742619.862,5922.135,pytorch,float16,AWQ.4bit,FAv2,No Kernel,LlamaForCausalLM,1.973,20.48,8
4bit-awq-exllama-v1-fa2,meta-llama/Meta-Llama-3-8B-Instruct,1.324,0.028290560722351,35.037,651156.892,5800.5,pytorch,float16,AWQ.4bit,FAv2,No Kernel,LlamaForCausalLM,3.12,20.48,8
4bit-gptq-exllama-v1-fa2,meta-llama/Meta-Llama-3-8B-Instruct,0.115,0.0281190395355224,35.3,691430.456,5922.922,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,LlamaForCausalLM,1.895,20.48,8
4bit-gptq-exllama-v2-fa2,meta-llama/Meta-Llama-3-8B-Instruct,0.115,0.0281006088256835,35.417,703545.269,5922.922,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,LlamaForCausalLM,1.893,20.48,8
4bit-gptq-exllama-v2-sdpa,meta-llama/Meta-Llama-3-8B-Instruct,0.113,0.0270018558502197,36.523,711372.749,5922.922,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,LlamaForCausalLM,1.826,20.48,8
4bit-gptq-exllama-v1-sdpa,meta-llama/Meta-Llama-3-8B-Instruct,0.113,0.0271831035614013,36.56,706944.644,5922.922,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,LlamaForCausalLM,1.834,20.48,8
4bit-awq-exllama-v2-sdpa,meta-llama/Meta-Llama-3-8B-Instruct,0.116,0.0271221752166748,36.603,742173.948,5922.135,pytorch,float16,AWQ.4bit,SDPA,No Kernel,LlamaForCausalLM,1.836,20.48,8
4bit-awq-exllama-v1-sdpa,meta-llama/Meta-Llama-3-8B-Instruct,1.322,0.0266378240585327,37.078,659864.292,5800.5,pytorch,float16,AWQ.4bit,SDPA,No Kernel,LlamaForCausalLM,3.026,20.48,8
4bit-awq-gemm-fa2,Qwen/Qwen1.5-14B,1.1,1.0244464111328124,0.976,12839.791,11686.799,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,Qwen2ForCausalLM,65.644,20.22,14
4bit-awq-gemm-eager,Qwen/Qwen1.5-14B,1.098,1.0122936401367189,0.988,12920.85,11686.8,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,Qwen2ForCausalLM,64.876,20.22,14
4bit-awq-gemm-sdpa,Qwen/Qwen1.5-14B,1.092,1.0118389892578126,0.988,12900.669,11686.799,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMM,Qwen2ForCausalLM,64.841,20.22,14
4bit-gptq-exllama-v1-fa2,Qwen/Qwen1.5-14B,0.627,0.5497006225585938,1.819,21837.726,11417.443,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,Qwen2ForCausalLM,35.263,20.22,14
4bit-gptq-exllama-v2-fa2,Qwen/Qwen1.5-14B,0.627,0.5492091064453125,1.821,21775.958,11417.443,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,Qwen2ForCausalLM,35.233,20.22,14
4bit-gptq-exllama-v2-eager,Qwen/Qwen1.5-14B,0.623,0.53669677734375,1.863,23598.731,11417.444,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,Qwen2ForCausalLM,34.439,20.22,14
4bit-gptq-exllama-v1-eager,Qwen/Qwen1.5-14B,0.623,0.5365196533203125,1.864,22658.789,11417.444,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,Qwen2ForCausalLM,34.427,20.22,14
4bit-gptq-exllama-v1-sdpa,Qwen/Qwen1.5-14B,0.617,0.5360609130859375,1.865,22725.609,11417.443,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,Qwen2ForCausalLM,34.394,20.22,14
4bit-gptq-exllama-v2-sdpa,Qwen/Qwen1.5-14B,0.617,0.5358714599609375,1.866,22489.665,11417.443,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,Qwen2ForCausalLM,34.381,20.22,14
8bit-bnb-fa2,Qwen/Qwen1.5-14B,0.147,0.145847297668457,6.882,162840.817,17029.358,pytorch,float16,BnB.8bit,FAv2,No Kernel,Qwen2ForCausalLM,9.314,20.22,14
8bit-bnb-eager,Qwen/Qwen1.5-14B,0.146,0.1421527099609374,7.028,167415.196,17027.261,pytorch,float16,BnB.8bit,Eager,No Kernel,Qwen2ForCausalLM,9.08,20.22,14
8bit-bnb-fa2,Qwen/Qwen1.5-14B,0.146,0.1396275177001953,7.086,166371.17,17162.139,pytorch,float16,BnB.8bit,FAv2,No Kernel,Qwen2ForCausalLM,9.006,20.22,14
8bit-bnb-eager,Qwen/Qwen1.5-14B,0.145,0.1400893402099609,7.109,167816.277,17162.983,pytorch,float16,BnB.8bit,Eager,No Kernel,Qwen2ForCausalLM,9.004,20.22,14
8bit-bnb-sdpa,Qwen/Qwen1.5-14B,0.14,0.1373491821289062,7.229,168785.9,17162.139,pytorch,float16,BnB.8bit,SDPA,No Kernel,Qwen2ForCausalLM,8.849,20.22,14
8bit-bnb-sdpa,Qwen/Qwen1.5-14B,0.141,0.1373460464477539,7.261,169934.476,17029.358,pytorch,float16,BnB.8bit,SDPA,No Kernel,Qwen2ForCausalLM,8.808,20.22,14
4bit-bnb-eager,Qwen/Qwen1.5-14B,0.59,0.083607551574707,11.909,227723.823,11093.767,pytorch,float16,BnB.4bit,Eager,No Kernel,Qwen2ForCausalLM,5.886,20.22,14
4bit-bnb-fa2,Qwen/Qwen1.5-14B,0.595,0.0826286087036132,12.017,228622.804,11094.619,pytorch,float16,BnB.4bit,FAv2,No Kernel,Qwen2ForCausalLM,5.828,20.22,14
4bit-bnb-sdpa,Qwen/Qwen1.5-14B,0.584,0.0787333145141601,12.628,235233.096,11094.619,pytorch,float16,BnB.4bit,SDPA,No Kernel,Qwen2ForCausalLM,5.572,20.22,14
4bit-bnb-fa2,Qwen/Qwen1.5-14B,0.593,0.0709150733947753,14.037,257814.882,11624.133,pytorch,float16,BnB.4bit,FAv2,No Kernel,Qwen2ForCausalLM,5.077,20.22,14
4bit-bnb-eager,Qwen/Qwen1.5-14B,0.586,0.0694527969360351,14.215,259395.813,11624.264,pytorch,float16,BnB.4bit,Eager,No Kernel,Qwen2ForCausalLM,5.012,20.22,14
4bit-bnb-sdpa,Qwen/Qwen1.5-14B,0.58,0.0642713775634765,15.391,272137.867,11624.133,pytorch,float16,BnB.4bit,SDPA,No Kernel,Qwen2ForCausalLM,4.675,20.22,14
4bit-awq-exllama-v1-fa2,Qwen/Qwen1.5-14B,2.425,0.0422236175537109,23.626,408217.159,10924.364,pytorch,float16,AWQ.4bit,FAv2,No Kernel,Qwen2ForCausalLM,5.092,20.22,14
4bit-awq-gemv-fa2,Qwen/Qwen1.5-14B,0.208,0.0417852802276611,23.798,403497.662,10924.286,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMV,Qwen2ForCausalLM,2.855,20.22,14
4bit-gptq-exllama-v1-fa2,Qwen/Qwen1.5-14B,0.208,0.041724416732788,23.814,416593.081,11070.473,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,Qwen2ForCausalLM,2.849,20.22,14
4bit-gptq-exllama-v2-fa2,Qwen/Qwen1.5-14B,0.207,0.0415252494812011,23.927,420098.716,11070.473,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,Qwen2ForCausalLM,2.839,20.22,14
4bit-awq-exllama-v2-fa2,Qwen/Qwen1.5-14B,0.211,0.0400440311431884,24.895,480383.665,11070.313,pytorch,float16,AWQ.4bit,FAv2,No Kernel,Qwen2ForCausalLM,2.74,20.22,14
4bit-awq-gemv-eager,Qwen/Qwen1.5-14B,0.205,0.0392412166595459,25.398,435088.875,10923.369,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMV,Qwen2ForCausalLM,2.686,20.22,14
4bit-awq-exllama-v1-eager,Qwen/Qwen1.5-14B,2.419,0.0387870731353759,26.128,451197.394,10925.609,pytorch,float16,AWQ.4bit,Eager,No Kernel,Qwen2ForCausalLM,4.818,20.22,14
4bit-awq-exllama-v2-eager,Qwen/Qwen1.5-14B,0.208,0.0379074554443359,26.354,505434.776,11070.313,pytorch,float16,AWQ.4bit,Eager,No Kernel,Qwen2ForCausalLM,2.594,20.22,14
4bit-gptq-exllama-v1-eager,Qwen/Qwen1.5-14B,0.205,0.0369786891937255,26.56,448321.195,11070.473,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,Qwen2ForCausalLM,2.573,20.22,14
4bit-gptq-exllama-v2-eager,Qwen/Qwen1.5-14B,0.205,0.0364943351745605,27.26,458657.044,11070.473,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,Qwen2ForCausalLM,2.514,20.22,14
4bit-awq-gemv-sdpa,Qwen/Qwen1.5-14B,0.199,0.0355696640014648,27.994,445424.511,10924.286,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMV,Qwen2ForCausalLM,2.452,20.22,14
4bit-awq-exllama-v2-sdpa,Qwen/Qwen1.5-14B,0.203,0.0337684478759765,29.531,539133.325,11070.313,pytorch,float16,AWQ.4bit,SDPA,No Kernel,Qwen2ForCausalLM,2.335,20.22,14
4bit-gptq-exllama-v2-sdpa,Qwen/Qwen1.5-14B,0.199,0.0332441596984863,30.046,479328.19,11070.473,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,Qwen2ForCausalLM,2.296,20.22,14
4bit-gptq-exllama-v1-sdpa,Qwen/Qwen1.5-14B,0.199,0.0328806381225585,30.24,483135.317,11070.473,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,Qwen2ForCausalLM,2.283,20.22,14
4bit-awq-exllama-v1-sdpa,Qwen/Qwen1.5-14B,2.415,0.03273779296875,30.29,460894.98,10924.364,pytorch,float16,AWQ.4bit,SDPA,No Kernel,Qwen2ForCausalLM,4.487,20.22,14
8bit-bnb-fa2,google/gemma-7b,0.113,0.1081784324645996,9.268,210925.542,9856.31,pytorch,float16,BnB.8bit,FAv2,No Kernel,GemmaForCausalLM,6.91,15.28,8
8bit-bnb-eager,google/gemma-7b,0.111,0.1075266532897949,9.319,213757.19,9856.31,pytorch,float16,BnB.8bit,Eager,No Kernel,GemmaForCausalLM,6.863,15.28,8
8bit-bnb-sdpa,google/gemma-7b,0.106,0.1052702713012695,9.623,218504.083,9856.31,pytorch,float16,BnB.8bit,SDPA,No Kernel,GemmaForCausalLM,6.651,15.28,8
4bit-bnb-eager,google/gemma-7b,0.384,0.0519321594238281,19.12,352640.849,6575.186,pytorch,float16,BnB.4bit,Eager,No Kernel,GemmaForCausalLM,3.676,15.28,8
4bit-bnb-fa2,google/gemma-7b,0.388,0.051965440750122,19.127,357776.972,6575.055,pytorch,float16,BnB.4bit,FAv2,No Kernel,GemmaForCausalLM,3.677,15.28,8
float16-fa2,google/gemma-7b,0.097,0.0497167358398437,20.091,305639.379,17596.668,pytorch,float16,Unquantized,FAv2,No Kernel,GemmaForCausalLM,3.233,15.28,8
4bit-bnb-sdpa,google/gemma-7b,0.384,0.0493593597412109,20.136,363550.489,6575.055,pytorch,float16,BnB.4bit,SDPA,No Kernel,GemmaForCausalLM,3.509,15.28,8
bfloat16-fa2,google/gemma-7b,0.097,0.0494223365783691,20.213,311033.515,17596.668,pytorch,bfloat16,Unquantized,FAv2,No Kernel,GemmaForCausalLM,3.214,15.28,8
float16-fa2,google/gemma-7b,0.097,0.0493527030944824,20.215,306200.606,17596.668,pytorch,float16,Unquantized,FAv2,No Kernel,GemmaForCausalLM,3.213,15.28,8
bfloat16-fa2,google/gemma-7b,0.097,0.0493685760498046,20.257,314853.344,17596.668,pytorch,bfloat16,Unquantized,FAv2,No Kernel,GemmaForCausalLM,3.207,15.28,8
bfloat16-eager,google/gemma-7b,0.095,0.0441072635650634,22.664,333411.805,17596.668,pytorch,bfloat16,Unquantized,Eager,No Kernel,GemmaForCausalLM,2.875,15.28,8
bfloat16-eager,google/gemma-7b,0.096,0.0440975341796875,22.672,328925.034,17596.668,pytorch,bfloat16,Unquantized,Eager,No Kernel,GemmaForCausalLM,2.874,15.28,8
float16-eager,google/gemma-7b,0.095,0.0439869422912597,22.721,327652.801,17596.668,pytorch,float16,Unquantized,Eager,No Kernel,GemmaForCausalLM,2.868,15.28,8
float16-eager,google/gemma-7b,0.095,0.0439900169372558,22.721,324930.816,17596.668,pytorch,float16,Unquantized,Eager,No Kernel,GemmaForCausalLM,2.868,15.28,8
bfloat16-sdpa,google/gemma-7b,0.094,0.0436060142517089,22.923,333630.844,17596.668,pytorch,bfloat16,Unquantized,SDPA,No Kernel,GemmaForCausalLM,2.841,15.28,8
bfloat16-sdpa,google/gemma-7b,0.094,0.0435906562805175,22.933,331377.893,17596.668,pytorch,bfloat16,Unquantized,SDPA,No Kernel,GemmaForCausalLM,2.841,15.28,8
float16-sdpa,google/gemma-7b,0.094,0.0435635509490966,22.94,328964.262,17596.668,pytorch,float16,Unquantized,SDPA,No Kernel,GemmaForCausalLM,2.84,15.28,8
float16-sdpa,google/gemma-7b,0.094,0.0435527687072753,22.953,325903.533,17596.668,pytorch,float16,Unquantized,SDPA,No Kernel,GemmaForCausalLM,2.838,15.28,8
4bit-awq-gemm-fa2,google/gemma-7b,0.136,0.0408340492248535,24.292,488018.671,6152.641,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,GemmaForCausalLM,2.732,15.28,8
4bit-awq-gemm-eager,google/gemma-7b,0.134,0.0404095993041992,24.45,488056.215,6152.641,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,GemmaForCausalLM,2.708,15.28,8
4bit-awq-gemm-sdpa,google/gemma-7b,0.133,0.038498815536499,25.858,513617.029,6152.641,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMM,GemmaForCausalLM,2.577,15.28,8
4bit-awq-gemv-eager,google/gemma-7b,0.136,0.0342087688446045,29.541,567753.542,6152.641,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMV,GemmaForCausalLM,2.274,15.28,8
4bit-awq-gemv-fa2,google/gemma-7b,0.137,0.0319912958145141,30.954,571610.98,6152.641,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMV,GemmaForCausalLM,2.169,15.28,8
4bit-awq-exllama-v1-fa2,google/gemma-7b,1.458,0.0322237453460693,31.003,574409.804,6152.772,pytorch,float16,AWQ.4bit,FAv2,No Kernel,GemmaForCausalLM,3.49,15.28,8
4bit-awq-exllama-v2-eager,google/gemma-7b,0.134,0.0317670402526855,31.064,634713.497,6309.535,pytorch,float16,AWQ.4bit,Eager,No Kernel,GemmaForCausalLM,2.158,15.28,8
4bit-gptq-exllama-v1-eager,google/gemma-7b,0.131,0.0318248958587646,31.297,572388.212,6309.223,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,GemmaForCausalLM,2.142,15.28,8
4bit-awq-exllama-v1-eager,google/gemma-7b,1.453,0.0312289276123046,31.527,566588.991,6152.772,pytorch,float16,AWQ.4bit,Eager,No Kernel,GemmaForCausalLM,3.45,15.28,8
4bit-gptq-exllama-v2-eager,google/gemma-7b,0.131,0.0314685440063476,31.606,578539.056,6309.223,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,GemmaForCausalLM,2.119,15.28,8
4bit-gptq-exllama-v2-fa2,google/gemma-7b,0.133,0.0313277444839477,31.685,585374.787,6308.568,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,GemmaForCausalLM,2.121,15.28,8
4bit-awq-exllama-v2-fa2,google/gemma-7b,0.135,0.031318016052246,31.775,639060.341,6309.535,pytorch,float16,AWQ.4bit,FAv2,No Kernel,GemmaForCausalLM,2.115,15.28,8
4bit-gptq-exllama-v1-fa2,google/gemma-7b,0.133,0.031071231842041,32.122,589483.455,6308.568,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,GemmaForCausalLM,2.093,15.28,8
4bit-gptq-exllama-v2-eager,google/gemma-7b,0.131,0.0303728637695312,32.745,600071.894,6309.223,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,GemmaForCausalLM,2.053,15.28,8
4bit-gptq-exllama-v1-eager,google/gemma-7b,0.131,0.0302899208068847,32.754,588780.428,6309.223,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,GemmaForCausalLM,2.053,15.28,8
4bit-gptq-exllama-v2-fa2,google/gemma-7b,0.133,0.0300656642913818,32.959,607733.355,6308.568,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,GemmaForCausalLM,2.041,15.28,8
4bit-awq-gemv-sdpa,google/gemma-7b,0.134,0.029970944404602,32.976,600346.086,6152.641,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMV,GemmaForCausalLM,2.04,15.28,8
4bit-gptq-exllama-v1-fa2,google/gemma-7b,0.133,0.0301306886672973,33.034,599842.382,6308.568,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,GemmaForCausalLM,2.035,15.28,8
4bit-awq-exllama-v2-sdpa,google/gemma-7b,0.133,0.029231104850769,33.674,684584.531,6309.535,pytorch,float16,AWQ.4bit,SDPA,No Kernel,GemmaForCausalLM,1.991,15.28,8
4bit-gptq-exllama-v1-sdpa,google/gemma-7b,0.13,0.0290534400939941,33.963,617478.706,6308.568,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,GemmaForCausalLM,1.978,15.28,8
4bit-gptq-exllama-v2-sdpa,google/gemma-7b,0.13,0.0288655357360839,34.548,612751.993,6308.568,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,GemmaForCausalLM,1.954,15.28,8
4bit-awq-exllama-v1-sdpa,google/gemma-7b,1.452,0.0285736961364746,34.667,601486.045,6152.772,pytorch,float16,AWQ.4bit,SDPA,No Kernel,GemmaForCausalLM,3.272,15.28,8
4bit-gptq-exllama-v1-sdpa,google/gemma-7b,0.13,0.0277754878997802,35.485,643642.473,6308.568,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,GemmaForCausalLM,1.901,15.28,8
4bit-gptq-exllama-v2-sdpa,google/gemma-7b,0.13,0.0275471353530883,35.927,643662.455,6308.568,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,GemmaForCausalLM,1.886,15.28,8
